identifier,name,CapitalIQ,description,birthPlace,Wikipedia,birthName,deathPlace,birthDate,deathDate
bdx2QneoQ2mc34VZgH0RDN,Norman E. Wells,224786368,,,,,,,
be0AQFQzcSGan90VxQuKh7,Michael R. Klein,387130,,,,,,,
be53KFoCqeGdqVWrVsQ1kg,Manu Leopairote,29229497,,,,,,,
be5Ol4ayVUQbdMJ24MVDuq,Charles Thompson,534106945,,,,,,,
be68UBMx52RbFCWPSMozKk,Hans W. Fechner,570349650,,,,,,,
beCa2VRnuFEbWWRAKxc9iK,Nora B. Sullivan,302036598,,,,,,,
beEC2aob41zdlpVcTJQNEP,Lloyd Howell Jr.,,,,,,,,
beGM9yqQ6q0dap0cpPcgde,Yangmin Li,28240497,,,,,,,
beHqTRhQEByemMXTNO7lDA,Perry A. Sook,518652,,,,,,,
beKWdEDxPDVeNqb8PJQ47g,David James Henshall,4949447,,,,,,,
beNZtmMnAfFfjCa5IbqnPO,Pierre R. Brondeau,588377894,,,,,,,
beRPDnnuXG7aoeEEkWm3xt,Funing Jia,672054050,,,,,,,
beXCzLCvetqe5zGbumPLuA,Keh-Shew Lu,317766936,,,,,,,
bei5I6HST2afWgSyc7TBc7,Sean Michael O'Connor,4006187,,,,,,,
besPPJRdQNVdzCY6eFp966,Donald Michael Godfrey Stewart,26302883,,,,,,,
bewM4dWQMBQanwjtu8n7hs,Lota S. Zoth,410520890,,,,,,,
bex7TL4zkKxfQ7csgtB3WB,Kam-Sing Ma,574689847,,,,,,,
bf1SBzgocyUbgOn5pzsnnW,Byung-Joong Kang,132078311,,,,,,,
bf2X8GEmwh3bkAAaHB4uuQ,Hirozumi Sone,25319572,,,,,,,
bf6lFJ9dgTVfBkPN17jWhy,Stephen Riady,8548079,,,,,,,
bfBJdTxtkdycRJJVLQ9pg4,Thierry Morin,285305959,,,,,,,
bfK1w6lndducmU1YbuXHuD,Harish Ramananda Bhat,215004505,,,,,,,
bfQjbawubqDaYn7xQZUXJG,Zita Peach,534636135,,,,,,,
bfV08QB1cZxcatDdxucVAh,Charles B. Lebovitz,327738,,,,,,,
bfVS3jKcmpPdUCQOV7Pgm4,Keith H. Brodie,35208326,,,,,,,
bfVSBV7fRaVdKczs6TgMvr,Kam Fai Chow,216411063,,,,,,,
bfWItf7kKv9bXlVoIfeOVx,Michel G. P. Plantevin,288213024,,,,,,,
bfco0msWubgdYdunfOweKP,Dame Inga Beale,660885196,,,,,,,
bfdj8Iv68X8akPXHz5g6nw,Zhenzhen Ye,558589462,,,,,,,
bfgs7rkAcs8daHaposJ8B0,Gideon Wertheizer,3637452,,,,,,,
bfhtcn9ak4WanHR1ZFwZM6,Richard L. Federico,33661245,,,,,,,
bfiAqKcXP6AevSiyP1O7OW,Ewen Crouch,,,,,,,,
bfjoQUXurT5dG7NNxjUFDZ,John G. Schwarz,34699742,,,,,,,
bfq1hQx8uQke02GGt3ngdN,Sergei Borisovich Ivanov,647909564,,,,,,,
bfrjWk0UbGSbZNUc3jAkhU,Kantaro Tomiyama,4875752,,,,,,,
bfv5oqvNbBYeXw3X9qcwpP,Shiro Murai,24702728,,,,,,,
bg2RPduPakIablK4ElOhWI,Michael J. Jackson,186739,"Michael Jackson (also known as Mike Jackson) is the current Chief Executive Officer (effective July 14, 2020) and former Executive Chairman of the Board of Directors (effective February 16, 2021) of AutoNation, Inc. Under his guidance the organization became the largest automotive retailer in the United States, using a more customer-focused, transparent and contemporary business model. Jackson began his career as a technician for an automotive dealership in Cherry Hill, New Jersey, just after finishing college. He served as the Managing Partner of Euro Motorcars of Bethesda, Maryland, an operator of 11 new vehicle franchises. He also served as chairman of the Mercedes-Benz National Dealer Council. Jackson then became President and CEO of Mercedes-Benz USA (from 1989 to 1999), responsible for the German automaker’s U.S. sales operation and 311 franchised dealerships.  South Florida Business Journal July 12, 2018 - Ultimate CEO Insights - "" Mike Jackson Chairman and CEO AutoNation "" In January 2011, Jackson was listed #37 on the FORTUNE magazine list of Global Business persons of the Year. In May, Ernst & Young named him “Entrepreneur of the Year”. In the same year, Mike Jackson also received an honorary doctorate from the Livingstone College. In 2013 Mr. Jackson was appointed to the Federal Reserve Bank of Atlanta’s Miami Branch Board of Directors and in 2018 appointed Chairman of the Board of Directors of the Atlanta Federal Reserve Bank.  Jackson was named a 2014 recipient of the Horatio Alger Award, presented to Americans who overcome adversity to achieve success; and was inducted during the award ceremony held in Washington, D.C. in April 2014.  In 2015 Saint Joseph’s University honored Mike Jackson ’71, with the annual Haub School of Business (HSB) Hall of Fame Award during a dinner in his honor. In July 2018 Mr. Jackson was inducted into the Automotive Hall of Fame.   In 2018, Jackson was named Finance and Insurance All-Star in Automotive News,  as well as number seven on Motor Trend's Power List.  Jackson is married to Alice, is active in a number of local civic and philanthropic interests, and serves on the Board of Trustees at Nova Southeastern University","Philadelphia, Pennsylvania, U.S.",en.wikipedia.org/wiki/Mike_Jackson_(automotive),,,,
bg2TJj0BEi5cGC6633L8OW,Soopakij Chearavanont,305893377,,,,,,,
bg43obsX4Yfb5xD5l9Y4HZ,Myron E. Ullman,,"Myron Edward "" Mike "" Ullman III (born November 26, 1946) is the former chairman and CEO of J. C. Penney.   Ullman served as Penney's CEO twice: first from December 2004 through October 2011, when he was succeeded by Ron Johnson, and then again after Johnson's departure, from April 2013 through July 2015 when Ullman stepped down.   On June 26, 2018, Ullman succeeded Howard Schultz as Chairman of Starbucks Corporation.  He has six siblings and his parents were residents of Canfield, Ohio. He is married to Cathy Emmons Ullman and has six children with her.  References",,en.wikipedia.org/wiki/Myron_E._Ullman,,,,< !--  (death date then birth date) -- >
bg8vYR8BIwybLIZX6iFQ9J,Ali Ibrahim Mohammad Ismaeil,42924704,,,,,,,
bgGvQjTvYVwfOWJwZCc7Ol,Thore Ohlsson,1521231,,,,,,,
bgHf5CK65VlcjZmL3CuD3a,Richard Michael Harding,46449910,,,,,,,
bgISMAj5tL1e6ReaexDm9Z,Timothy Storrs Jenks,1848974,,,,,,,
bgJpVMrcsdtcIUXxf2As84,John B. Gerlach,283937,,,,,,,
bgQsOEXqSMieo1MmBVEcqc,Patricia F. Russo,61552650,"Patricia F. Russo (born June 12, 1952, in Trenton, New Jersey is an American businessperson. Russo is most widely known for having served as chief executive officer of Lucent Technologies, and its successor, Alcatel-Lucent, a large communications equipment manufacturer. As of 2020, she serves on the board of directors of General Motors, Merck & Co., and Arconic, Inc. She serves as chairwoman of the nonprofit organization, Partnership at Drugfree.org. Prior to the split of Hewlett-Packard into two companies in 2015, Russo served as lead independent director. She now serves as chairwoman of Hewlett Packard Enterprise.  Forbes Magazine rated Russo tenth on its List of the World's 100 Most Powerful Women in 2006.  #25 Patricia Russo, from the 2006 Forbes "" List of the 100 Most Powerful Women "" .  Career at Lucent Russo joined Lucent's predecessor in 1982.  & print=yes Lucent's Next Leader, a January 2002 article from LightReading.com In 1992, she became President of the Business Communications Systems division, moving in 1997 to become the executive vice president of Corporate Operations, and in 1999 to executive vice president and chief executive officer of the Service Provider Networks Group. She left in August 2000, after a reorganization; however, returned in January 2002 to become the chief executive officer. After "" cutting costs and focusing on sales of wireless equipment, Russo was credited with returning Lucent to profitability in 2004, after three years of red ink. "" However, profits that year "" came largely through slashes in spending, cuts to retiree benefits, and reductions in research-and-development budgets that spurred protests. ""  Patricia Russo  On April 2, 2006, it was announced that Russo would be chief executive officer of a new combined company resulting from the merger of the French communications company Alcatel and Lucent.  This merger became effective on December 1, 2006. When Russo became the chief executive officer of the combined company, Serge Tchuruk, the former chief executive officer of Alcatel, remained as chairman.","Trenton, New Jersey < ref name= "" britannica "" / >",en.wikipedia.org/wiki/Patricia_Russo,"Patricia Fiorello < ref name= "" britannica "" >  < /ref >",,"< ref name= "" britannica "" / >",< !--  -- >
bgRdPtRMZnhcu4QJwKNdIp,Robert E. Switz,25962632,,,,,,,
bgTjXeQDM2fcdJhudUZR0o,Koichi Yasui,79316928,,,,,,,
bgbaPThT7DVelIKVyLN5B4,Stefano Pessina,215108200,"Stefano Pessina (born 4 June 1941) is an Italian-Monegasque billionaire businessman; he is the executive chairman and largest single shareholder of Walgreens Boots Alliance.  Early life Pessina was born in Pescara and grew up between Milan, Como and Naples.  He graduated from the Polytechnic University of Milan in nuclear engineering before starting his career in academia and later joining market research firm ACNielsen in Milan. He wanted to be a nuclear physicist, but was discouraged by the tumultuous political climate of 1970s. Sideri Massimo, Pessina, signore delle farmacie che tenta la scalata in Europa, Corriere della Sera, 1/2/2014  Career In 1977, Pessina took over his family's pharmaceutical wholesaler (possibly Petrone Group) in Naples, Italy, and turned it into Alliance Santé, a Franco-Italian pharmaceutical wholesale group. In 1997, it merged with Alliance UniChem.  From 2001 to 2004, he served as its CEO. He served as deputy chairman, and later as chairman. The company merged with Boots Group PLC in 2006 and was taken private in July 2007.  Pessina was chairman of Alliance Boots from 2007 to 2014 and currently serves as Executive Chairman of Walgreens Boots Alliance. Pessina is also a director of WBA.  He is a director of the Consumer Goods Forum.  In a 31 January 2015 interview for The Sunday Telegraph, Pessina commented on the prospect of Britain's Labour Party winning the UK general election in May 2015, "" If they acted as they speak, it would be a catastrophe ... The problem is would they act that way or not? One thing is to threaten and to shout but it is completely different to be in charge and to manage the country day-to-day. "" He described Labour's business policies as "" not helpful for business, not helpful for the country and in the end it probably won’t be helpful for them "" . The Sunday Telegraph noted that Pessina "" declined to elaborate on which specific policies he disliked "" .","Pescara, Italy",en.wikipedia.org/wiki/Stefano_Pessina,,,,
bgdNd8hrpUWbCiNvWMKxtU,Fernando Maria da Costa Duarte Ulrich,8664810,,,,,,,
bgjO5VbegkReMDXkzaASeI,Kazuhiko Note,8381555,,,,,,,
bgkMNoc1j4FfpSOndQ6wT5,Hemant Madhusudan Nerurkar,652276047,,,,,,,
bgkk0viFAiMb61U0NiybxZ,Jose Gallo,38329796,,,,,,,
bgrONsn1cQjaXEcqPWhjDc,Colin James McCavana,34301887,,,,,,,
bgzNbDNAoGYdVB4byvydam,Man Kin Pang,145632761,,,,,,,
bh3Z8idNJEedupu3eQGLnT,Jorn Ankaer Thomsen,22153876,,,,,,,
bh5Ru3PckFheYPPOtKoNcL,Suat Çalbiyik,433622078,,,,,,,
bh9zadbaXzVdnc3uk8xfov,Hiroshi Yanai,78863007,,,,,,,
bhDQ6QggPWvaioxAOJcrjl,Jill Veronica Gardiner,628692008,,,,,,,
bhJCP9Uy9rQanGf4t5FkJd,Alan A. Ades,3698075,,,,,,,
bhLWKwfy0JMeBSznYyG9P1,Shang Wen Liao,126824784,,,,,,,
bhMGEwgYFTxeB44mcnoRtg,Rich Boehne,,"Rich Boehne (born 1958) is an American media executive. He is the chairman of the board of the E.W. Scripps Company, and its former president and chief executive officer. Education Boehne was born in 1958. He studied at Highlands High School in Kentucky. He has a Bachelors in Communication and Journalism from the Northern Kentucky University (NKU), by whom he was described as “one of [their] most successful alumni.  Career Boehne started his career selling subscriptions for The Cincinnati Post, while he was in high school. Having graduated school, he worked at The Cincinnati Enquirer as a part-time reporter. Once he had his Bachelor’s Degree, he joined a chain of community newspapers, where he progressed while Suburban Communications (the company owner) bought and consolidated various Midwestern family-owned publications.  Boehne started working at Scripps in 1988 in the capacity of Manager of Investor Relations and a year later, Executive Vice President. He soon after became Director of Communication Efforts for the firm, simultaneously participating in the group that worked on the company’s long-term strategic planning and development. In 1995 he became a Vice President.  Boehne was appointed as the chief executive officer of E.W. Scripps in 2008. He became chairman of the board in 2013, taking over from Nackey Scagliotti who had held the position for five years. Boehne was succeeded as president and CEO by Adam P. Symson on August 8, 2017.",,en.wikipedia.org/wiki/Rich_Boehne,,,,
bhO2VnoRzfJf3LVPAynv1V,Michael Peter Kirk,318233588,,,,,,,
bhX8Cc7h4QbbjtsH5xqPsc,Darrell Ford,,,,,,,,
bhYV5GFjAAlf6D3OR9tLQs,Zheng Feng Xiong,13589366,,,,,,,
bhdjWqrSjp8fbk4iwsFsKB,Charles Scott Gibson,2754651,,,,,,,
bhg9W3x2ncEeeGJZltBHZ1,Alfred A. DelliBovi,267106619,,,,,,,
bhgaSYBj295dukPNe8y6oe,Barry L. Cottle,321704779,"Barry Cottle (born 1961/1962) is an American businessman, the CEO of Scientific Games Corporation since June 2018, when he succeeded Kevin Sheehan. Early life Cottle earned a bachelor's degree in information services and mathematics from Southwest Missouri State University, and an MBA from the Kellogg School of Management at Northwestern University.  Career Cottle joined Scientific Games in August 2015, as chief executive, SG Interactive.  In June 2018, Cottle, head of SG Interactive, was named as CEO of the parent company, replacing Sheehan.",,en.wikipedia.org/wiki/Barry_Cottle,,,"< ref name= "" Bloomberg profile "" / >",
bhh6b6WQukYdYL1Cn13ebh,Yong-Wook Lee,643741566,,,,,,,
bhhjjQjT3s3c8VOT0ejKb1,Jian Dai,261242252,,,,,,,
bhjLGUWfw2yaVvUIQ0OEsh,Carolyn Kidd,,,,,,,,
bhuJrIsaoUpcjLhwgG9yXj,Norio Hamada,54021758,,,,,,,
bhvW9oHH11mfdukI78CAyy,Kwang-Sik Lee,47170217,,,,,,,
bhzLmcRIC1SdLR5nC6OVrM,Ralph Lauren,362223,,,,,,,
bi87l6cdyHcae6EN3ylbdr,Joel Abarella,,,,,,,,
bi9wwV0V5oQcFx5WGt5phM,Willem A. Blijdorp,282524218,,,,,,,
biDTg2E9jodbwnbLDYTXgn,Michael E. McGrath,261345413,,,,,,,
biJVWVWTPhIb6uBiO9aNfL,Taro Nakayama,136803175,,,,,,,
biLvk9RuRpjdmT6UImsbDP,Stephen T. Winn,8418111,,,,,,,
biN4qlLwNyxcqmJY1jPRbl,Steven Charles Howard,427728710,,,,,,,
biRMWhTKzFCdxQnSkw4SsE,Mahesh V. Patel,32780916,,,,,,,
biUuQTh0nksdwdRMBmmiLs,Takahiro Hachigo,46604801,"is a Japanese engineer and businessman, who has been the chief executive officer of Honda Motor Co., Ltd., since June 2015. Prior to that, Hachigo was a managing officer at Honda, and started his career at Honda in 1982 as a chassis engineer.  References",Japan,en.wikipedia.org/wiki/Takahiro_Hachigo,,,,
bieqwgSXADEai3WwWfPtF8,Robert W. Dumas,1119434,,,,,,,
bijFz9NfYmzeeNlH6RGpZp,Kaset Rochananil,275847435,,,,,,,
bijlNdsEdkyaWhjCFsUVqr,James P. Hallett,41296140,,,,,,,
bikjDcXU12tf27SQ4Fijgl,Suresh Parbhoo Kana,305649624,,,,,,,
bil00KwfXGfdZLhGpYM1GS,Koichi Sato,269603461,,,,,,,
bil7j4e1w4ibmOowlJ1b3a,Mark Ring,,,,,,,,
biqaYY8nmoWazMmUkv3Ly5,Kazuhisa Tatsumi,34811432,,,,,,,
biuIZVUDTBqcKc8IryM7Y8,Reeve Byron Waud,137033301,,,,,,,
biv1vPw2yEGbKtm0APRcZz,Tyler Hand,,,,,,,,
bixMlFbPgwGexLUacsnDsl,James L. Bauman,,,,,,,,
bj1wgzOcqrscFGPAhhMhWR,Richard Wilson Jewson,44544002,,,,,,,
bj2mI66QN5jfg8o0JN2UEh,Spencer S. Stiles,591769063,,,,,,,
bj4AmHCnsOGc5BU46pKSoC,LaJuana S. Wilcher,649018096,,,,,,,
bjAKEbXPMUweFlrBaHl7wQ,Jorge Mas,203572,,,,,,,
bjNfJJMlz4ReCA201DpwKz,Keith C. Hill,137019780,,,,,,,
bjQA7mKly6hesYQLt2PVds,Robert K. Ditmore,1469735,,,,,,,
bjQIVajWdQSdUYqb2U8e1d,Michael C. Jennings,154059882,,,,,,,
bjWwV2wSXAkfxlNoXIq3cC,Dong-Wook Lee,53418979,,,,,,,
bjYxripEQIBbjjwuiuqyfv,Maurie Stang,34762903,,,,,,,
bjZBqijlqRCchICxOqYm4n,Alberto Bailleres Gonzalez,46607569,,,,,,,
bjaFckudxdSdwvDj3Shx4H,Shekhar Anantharaman,23501553,,,,,,,
bjdYnUnwBadbaoPKiMRC3Y,Marvin F. Romanow,289967708,,,,,,,
bjfMtyCDjJmc6tgMbelxJB,Bhavesh V. Patel,99987559,,,,,,,
bjhf00grcMmfurYo5MzNkj,Sen-Huang Huang,9831045,,,,,,,
bjiSwRNJ3FgfMXNhcp69yY,Nawalage Joseph Hiran Mahinda Cooray,545844645,,,,,,,
bjjVxlgch4ReAm4w1OKsDq,Timothy A. Crown,336935,,,,,,,
bjoB48eRFPOf47nIJFSLc3,Blaine Nicholson,12056632,,,,,,,
bjpmA6zbVsgcdBzhJMWVcq,Elliot Noss,1538790,,,,,,,
bjwkI4Cb5dqbchRrR7UBq2,William P. Sullivan,288526916,,,,,,,
bk0sn7WvLBwcxYvFfkTZ1Z,David G. Remington,114065786,,,,,,,
bk9K9zMPx9WbU7uqLhSiss,Carlos Augusto Leone Piani,26936517,,,,,,,
bkCPSo7CFzMae8HL3gin8h,Marvin R. Ellison,567336743,"Marvin Ellison is an American business executive who serves as the President and Chief Executive Officer of Lowe's, joining the company on July 2, 2018. He was previously the CEO of J. C. Penney, and had been since August 2015. He joined the company in November 2014 and served as CEO-designee and president before taking over the role of CEO.  Career Ellison was an executive at Home Depot, in charge of the company's U.S. stores, from 2002 until 2014 when he was hired by J. C. Penney. He worked for Target Corporation from 1997 until 2002, mostly in the company's loss prevention department. Concurrently, he is an independent director of FedEx. He was previously an independent director of H & R Block.  During his time at Home Depot, Ellison helped oversee the chain's turnaround. As CEO of J.C. Penney, Ellison helped the company make progress in recovering lost profitability and laid out a three-year plan, starting in 2017, for growing sales.  But he admitted that he had failed to increase the value of the company's stock for its stockholders, which by his own statement is the primary responsibility of a CEO . Ellison was one of five African American CEOs on the 2016 Fortune 500 greatest leaders list, placing 19th.  In February 2017, Ellison was part of a group of retail executives that met with President Donald Trump and legislators to discuss tax reform. Following the meeting, Ellison stated that he believed a border adjustment tax, as it was proposed in a House bill, would make it difficult for J.C. Penney to be profitable and would also negatively impact U.S. consumers.",,en.wikipedia.org/wiki/Marvin_Ellison,,,,
bkH6JE2CjJ8faUmbrbeQb2,Yixi Chen,8709258,,,,,,,
bkMnbcCtvBTbgKYmCAbsWI,Robert M. Chapman,289323216,,,,,,,
bkPdBPXtpHRcrBBlx3EX0H,Maria Brunell Livfors,325430117,,,,,,,
bkTtsQPOg18bYKmxVWj509,Manuel Moreno Lopez,208144908,,,,,,,
bkV7vce9Q9ydsKgfhlxaTF,Humberto P. Alfonso,118208535,,,,,,,
bkW9NYgv28DeelO3U1ac3c,Karl Fredrik Henning Burvall,593467434,,,,,,,
