keyword,caption_name,priority,topic_id,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(zoom; cemetery; committee),Virtual cemetery committee meeting,1,188120,general.alert5,Legislator,Virtual cemetery committee meeting,,burbio_events,22b01eb4c98a21c157fd48625575471e,burbio_events__22b01eb4c98a21c157fd48625575471e
(zoom; cemetery; commission),Virtual cemetery commission meeting,1,188120,general.alert5,Keyphrase,Virtual cemetery commission meeting,,burbio_events,4ecc9cb740dfd3871d8c1be263a81a3e,burbio_events__4ecc9cb740dfd3871d8c1be263a81a3e
(zoom; cemetery; authority),Virtual cemetery authority meeting,1,188120,general.alert5,Consulates,Virtual cemetery authority meeting,,burbio_events,70e7f87e80d5f78eca0f9bd0592c0323,burbio_events__70e7f87e80d5f78eca0f9bd0592c0323
(zoom; cemetery; forum),Virtual cemetery forum,1,188120,general.alert5,DiplomaticFacilities,Virtual cemetery forum,,burbio_events,a5b3b792416bb4b31cccadd08bb71f30,burbio_events__a5b3b792416bb4b31cccadd08bb71f30
(zoom; accessibility; board),Virtual accessibility board meeting,1,188120,general.alert5,Person,Virtual accessibility board meeting,,burbio_events,e932b82a1deb75eef15e29a779c4c499,burbio_events__e932b82a1deb75eef15e29a779c4c499
(zoom; accessibility; meeting),Virtual accessibility meeting,2,188120,general.alert5,Consulates,Virtual accessibility meeting,,burbio_events,9ebea1e4e2eb86ae46c341985515fd39,burbio_events__9ebea1e4e2eb86ae46c341985515fd39
(zoom; accessibility; committee),Virtual accessibility committee meeting,1,188120,general.alert5,space,Virtual accessibility committee meeting,,burbio_events,8466f20f71fe34a00058d05056bc7296,burbio_events__8466f20f71fe34a00058d05056bc7296
(zoom; accessibility; commission),Virtual accessibility commission meeting,1,188120,general.alert5,Exec,Virtual accessibility commission meeting,,burbio_events,e206170dd3f0ec057d387e4da6afc02b,burbio_events__e206170dd3f0ec057d387e4da6afc02b
(zoom; accessibility; authority),Virtual accessibility authority meeting,1,188120,general.alert5,AAEntity,Virtual accessibility authority meeting,,burbio_events,5cd95f3d887817bf833589d574b7d9ed,burbio_events__5cd95f3d887817bf833589d574b7d9ed
(zoom; accessibility; forum),Virtual accessibility forum,1,188120,general.alert5,CompanyKeyword,Virtual accessibility forum,,burbio_events,e23c7ca8cf9031d86d2c94f40a8a153f,burbio_events__e23c7ca8cf9031d86d2c94f40a8a153f
(zoom; sanitary; board),Virtual sanitary board meeting,1,188120,general.alert5,Person,Virtual sanitary board meeting,,burbio_events,9fbb8cbb21a9668015ff9d689216b18f,burbio_events__9fbb8cbb21a9668015ff9d689216b18f
(zoom; sanitary; committee),Virtual sanitary committee meeting,1,188120,general.alert5,Organization,Virtual sanitary committee meeting,,burbio_events,fbe5c412a59b7bda87d705ea0b27aeda,burbio_events__fbe5c412a59b7bda87d705ea0b27aeda
(zoom; sanitary; commission),Virtual sanitary commission meeting,1,188120,general.alert5,IndustryTerm,Virtual sanitary commission meeting,,burbio_events,3dce2189362c0baa335a35c8d94baf39,burbio_events__3dce2189362c0baa335a35c8d94baf39
(zoom; sanitary; authority),Virtual sanitary authority meeting,1,188120,general.alert5,ForeignMinistry,Virtual sanitary authority meeting,,burbio_events,426e5a7c1e350ce6efe386c9aa6c3eb8,burbio_events__426e5a7c1e350ce6efe386c9aa6c3eb8
(zoom; water; board),Virtual water board meeting,1,188120,general.alert5,Media,Virtual water board meeting,,burbio_events,dea48a5e525134a8508b384d43600b61,burbio_events__dea48a5e525134a8508b384d43600b61
(zoom; water; committee),Virtual water committee meeting,1,188120,general.alert5,space,Virtual water committee meeting,,burbio_events,e81d7dff67afcc5b38c6b1f8165f2563,burbio_events__e81d7dff67afcc5b38c6b1f8165f2563
(zoom; water; commission),Virtual water commission meeting,1,188120,general.alert5,ForeignMinister,Virtual water commission meeting,,burbio_events,d8891dfe25d2d6366a0e0a5b3ea38302,burbio_events__d8891dfe25d2d6366a0e0a5b3ea38302
(zoom; water; authority),Virtual water authority meeting,1,188120,general.alert5,Wells,Virtual water authority meeting,,burbio_events,5ac150ff7dd1b19f64e7b45c96efed9e,burbio_events__5ac150ff7dd1b19f64e7b45c96efed9e
(zoom; utilities; board),Virtual utilities board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual utilities board meeting,,burbio_events,d021d377c9cdec9a63d118ea11bcb375,burbio_events__d021d377c9cdec9a63d118ea11bcb375
(zoom; utilities; meeting),Virtual utilities meeting,2,188120,general.alert5,CompanyKeyword,Virtual utilities meeting,,burbio_events,19d7bc89ec3fa85fb0c756ebdbb8b1c6,burbio_events__19d7bc89ec3fa85fb0c756ebdbb8b1c6
(zoom; utilities; committee),Virtual utilities committee meeting,1,188120,general.alert5,Media,Virtual utilities committee meeting,,burbio_events,5b602dd487553535f6df175f52c67feb,burbio_events__5b602dd487553535f6df175f52c67feb
(zoom; utilities; commission),Virtual utilities commission meeting,1,188120,general.alert5,Refinery,Virtual utilities commission meeting,,burbio_events,a3f60caf01d5b2be13b424bea8435e48,burbio_events__a3f60caf01d5b2be13b424bea8435e48
(zoom; utilities; authority),Virtual utilities authority meeting,1,188120,general.alert5,ForeignMinistry,Virtual utilities authority meeting,,burbio_events,5f588544d8232f220493f2e252151904,burbio_events__5f588544d8232f220493f2e252151904
(zoom; utilities; forum),Virtual utilities forum,1,188120,general.alert5,Diplomat,Virtual utilities forum,,burbio_events,12630691b09fe389b0bb0dfda523da0a,burbio_events__12630691b09fe389b0bb0dfda523da0a
(zoom; oil; board),Virtual oil board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual oil board meeting,,burbio_events,b5c26863755496d7d001fdf24d3cc479,burbio_events__b5c26863755496d7d001fdf24d3cc479
(zoom; oil; meeting),Virtual oil meeting,2,188120,general.alert5,IndustryTerm,Virtual oil meeting,,burbio_events,75e26e84762cb1d686027b64c53c4974,burbio_events__75e26e84762cb1d686027b64c53c4974
(zoom; oil; committee),Virtual oil committee meeting,1,188120,general.alert5,Pipeline,Virtual oil committee meeting,,burbio_events,5943c51f27583e0ff09d514a15166722,burbio_events__5943c51f27583e0ff09d514a15166722
(zoom; oil; commission),Virtual oil commission meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual oil commission meeting,,burbio_events,2f1784610be64ea6f14dd8dcd5fc02e3,burbio_events__2f1784610be64ea6f14dd8dcd5fc02e3
(zoom; oil; authority),Virtual oil authority meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual oil authority meeting,,burbio_events,20ab4b0ac810f7a95fdd987c09ac9489,burbio_events__20ab4b0ac810f7a95fdd987c09ac9489
(zoom; oil; forum),Virtual oil forum,1,188120,general.alert5,Consulates,Virtual oil forum,,burbio_events,514f2823ba52c6b45ea6abc13a373241,burbio_events__514f2823ba52c6b45ea6abc13a373241
(zoom; gas; board),Virtual gas board meeting,1,188120,general.alert5,Legislator,Virtual gas board meeting,,burbio_events,424889ffc025cdb3cede2a7ea15ecfa8,burbio_events__424889ffc025cdb3cede2a7ea15ecfa8
(zoom; gas; meeting),Virtual gas meeting,2,188120,general.alert5,Keyphrase,Virtual gas meeting,,burbio_events,d5bb1212d1bee5adf3b91f647273cf36,burbio_events__d5bb1212d1bee5adf3b91f647273cf36
(zoom; gas; committee),Virtual gas committee meeting,1,188120,general.alert5,Media,Virtual gas committee meeting,,burbio_events,54792cd49b97906632b80d8f03c6708b,burbio_events__54792cd49b97906632b80d8f03c6708b
(zoom; gas; commission),Virtual gas commission meeting,1,188120,general.alert5,Exec,Virtual gas commission meeting,,burbio_events,fe4d4176280462d2470b6cabc4ad442e,burbio_events__fe4d4176280462d2470b6cabc4ad442e
(zoom; gas; authority),Virtual gas authority meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual gas authority meeting,,burbio_events,0c206c6e55c2a6d8b6bece030f9c6612,burbio_events__0c206c6e55c2a6d8b6bece030f9c6612
(zoom; gas; forum),Virtual gas forum,1,188120,general.alert5,IndustryTerm,Virtual gas forum,,burbio_events,e4400a1d8e421634c08f79458c0db73e,burbio_events__e4400a1d8e421634c08f79458c0db73e
(zoom; senator),Virtual event featuring us senator,1,188120,general.alert5,Legislator,Virtual event featuring us senator,,burbio_events,ae7814a79706056190a7d29e743c5da0,burbio_events__ae7814a79706056190a7d29e743c5da0
(zoom; congressman),Virtual event featuring us representative,1,188120,general.alert5,Legislator,Virtual event featuring us representative,,burbio_events,78d521fae8ffe9f68effd747dfd168cd,burbio_events__78d521fae8ffe9f68effd747dfd168cd
(zoom; congresswoman),Virtual event featuring us representative,1,188120,general.alert5,LegislativeCommittee,Virtual event featuring us representative,,burbio_events,78d521fae8ffe9f68effd747dfd168cd,burbio_events__78d521fae8ffe9f68effd747dfd168cd
(zoom; budgetary; board),Virtual budgetary board meeting,1,188120,general.alert5,LegislativeCommittee,Virtual budgetary board meeting,,burbio_events,d5db816aff01c486f7d0495327341a90,burbio_events__d5db816aff01c486f7d0495327341a90
(zoom; budgetary; meeting),Virtual budgetary meeting,1,188120,general.alert5,Media,Virtual budgetary meeting,,burbio_events,1cd5d26e4bd2629f07885bff7171e425,burbio_events__1cd5d26e4bd2629f07885bff7171e425
(zoom; budgetary; committee),Virtual budgetary committee meeting,1,188120,general.alert5,Wells,Virtual budgetary committee meeting,,burbio_events,bdc886c882c377d08cb2d22f1af74e74,burbio_events__bdc886c882c377d08cb2d22f1af74e74
(zoom; budgetary; commission),Virtual budgetary commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual budgetary commission meeting,,burbio_events,decb0fae2b7d1516b4d11e27f5a8aa20,burbio_events__decb0fae2b7d1516b4d11e27f5a8aa20
(zoom; budgetary; authority),Virtual budgetary authority meeting,1,188120,general.alert5,FTO,Virtual budgetary authority meeting,,burbio_events,b5ea74454468a944d57654a576f9fda8,burbio_events__b5ea74454468a944d57654a576f9fda8
(zoom; budgetary; forum),Virtual budgetary forum,1,188120,general.alert5,ForeignMinistry,Virtual budgetary forum,,burbio_events,d0b9e86f5eee6fb0130fab8c4e778343,burbio_events__d0b9e86f5eee6fb0130fab8c4e778343
(zoom; budget; board),Virtual budget board meeting,1,188120,general.alert5,Organization,Virtual budget board meeting,,burbio_events,b347cb23d11c3c0eb3643bc4873724f4,burbio_events__b347cb23d11c3c0eb3643bc4873724f4
(zoom; budget; meeting),Virtual budget meeting,1,188120,general.alert5,Media,Virtual budget meeting,,burbio_events,d141a43d4cc03ce93d87f769c1ecbcdd,burbio_events__d141a43d4cc03ce93d87f769c1ecbcdd
(zoom; budget; committee),Virtual budget committee meeing,1,188120,general.alert5,Exec,Virtual budget committee meeing,,burbio_events,ecf1b0a4002546542b853d5e61b8e7a6,burbio_events__ecf1b0a4002546542b853d5e61b8e7a6
(zoom; budget; commission),Virtual budget commission meeting,1,188120,general.alert5,AAEntity,Virtual budget commission meeting,,burbio_events,f89d7555a0b33726e996b25dbb05d338,burbio_events__f89d7555a0b33726e996b25dbb05d338
(zoom; budget; authority),Virtual budget authority meeting\,1,188120,general.alert5,FTO,Virtual budget authority meeting\,,burbio_events,dbd010363d0875d6b1bc441345e47f46,burbio_events__dbd010363d0875d6b1bc441345e47f46
(zoom; budget; forum),Virtual budget forum,1,188120,general.alert5,space,Virtual budget forum,,burbio_events,dfbeb744632efc4da4809e64d00d92ca,burbio_events__dfbeb744632efc4da4809e64d00d92ca
(zoom; board),Virtual board meeting,4,188120,general.alert5,Legislator,Virtual board meeting,,burbio_events,44fb80e3b7398cd29502c041267b7e3a,burbio_events__44fb80e3b7398cd29502c041267b7e3a
(zoom; commission),Virtual commission meeting,4,188120,general.alert5,Keyphrase,Virtual commission meeting,,burbio_events,4b100d6b744faace974c95d0076a19ed,burbio_events__4b100d6b744faace974c95d0076a19ed
(zoom; authority),Virtual authority meeting,4,188120,general.alert5,Keyphrase,Virtual authority meeting,,burbio_events,1efa45b6073305d968a6270b0e03b129,burbio_events__1efa45b6073305d968a6270b0e03b129
(zoom; forum),Virtual forum,4,188120,general.alert5,space,Virtual forum,,burbio_events,645c811183f2c28e808b934fe764af2b,burbio_events__645c811183f2c28e808b934fe764af2b
(zoom; committee),Virtual commitee meeting,4,188120,general.alert5,Refinery,Virtual commitee meeting,,burbio_events,3e59dcc837065c495fbf964b0461886c,burbio_events__3e59dcc837065c495fbf964b0461886c
(zoom; finance; board),Virtual finance board meeting,1,188120,general.alert5,Consulates,Virtual finance board meeting,,burbio_events,f721eef1f84386b4c2655029e3d94c67,burbio_events__f721eef1f84386b4c2655029e3d94c67
(zoom; finance; meeting),Virtual finance meeting,1,188120,general.alert5,Diplomat,Virtual finance meeting,,burbio_events,1a0de8d2d83d54ae1ab512099f07173e,burbio_events__1a0de8d2d83d54ae1ab512099f07173e
(zoom; finance; committee),Virtual finance committee meeing,1,188120,general.alert5,Legislator,Virtual finance committee meeing,,burbio_events,0bfe48fc1a492aa455a31464c4dba9a0,burbio_events__0bfe48fc1a492aa455a31464c4dba9a0
(zoom; finance; commission),Virtual finance commission meeting,1,188120,general.alert5,Refinery,Virtual finance commission meeting,,burbio_events,28c567d4576da579a20ae5408e4b5b5d,burbio_events__28c567d4576da579a20ae5408e4b5b5d
(zoom; finance; authority),Virtual finance authority meeting,1,188120,general.alert5,AAEntity,Virtual finance authority meeting,,burbio_events,9b8effbbba5e6c1fd8b184901fb7fa60,burbio_events__9b8effbbba5e6c1fd8b184901fb7fa60
(zoom; finance; forum),Virtual finance forum,1,188120,general.alert5,Person,Virtual finance forum,,burbio_events,2fe770f31f56b0b41ee09846cf20d63e,burbio_events__2fe770f31f56b0b41ee09846cf20d63e
(zoom; subcommittee),Virtual subcommitee meeting,4,188120,general.alert5,DiplomaticFacilities,Virtual subcommitee meeting,,burbio_events,90425c07b8484f20a5e535c725d469f8,burbio_events__90425c07b8484f20a5e535c725d469f8
(zoom; sub; commitee),Virtual subcommitee meeting,4,188120,general.alert5,Organization,Virtual subcommitee meeting,,burbio_events,90425c07b8484f20a5e535c725d469f8,burbio_events__90425c07b8484f20a5e535c725d469f8
(zoom; energy; board),Virtual energy board meeting,1,188120,general.alert5,News,Virtual energy board meeting,,burbio_events,b4c6889f030c09971a571e858573093a,burbio_events__b4c6889f030c09971a571e858573093a
(zoom; energy; meeting),Virtual energy meeting,1,188120,general.alert5,ForeignMinistry,Virtual energy meeting,,burbio_events,8e23caf867372a4e5540ca8fa0bf2d8b,burbio_events__8e23caf867372a4e5540ca8fa0bf2d8b
(zoom; energy; committee),Virtual energy committee meeing,1,188120,general.alert5,Legislator,Virtual energy committee meeing,,burbio_events,9353fdc3600e16aeef5252f23aa4eb37,burbio_events__9353fdc3600e16aeef5252f23aa4eb37
(zoom; energy; commission),Virtual energy commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual energy commission meeting,,burbio_events,55fa4ad851a2bda0a76c6c7fcf8c1c88,burbio_events__55fa4ad851a2bda0a76c6c7fcf8c1c88
(zoom; energy; authority),Virtual energy authority meeting,1,188120,general.alert5,Exec,Virtual energy authority meeting,,burbio_events,03ed613c913a0b0bee4e58fd223a2e37,burbio_events__03ed613c913a0b0bee4e58fd223a2e37
(zoom; energy; forum),Virtual energy forum,1,188120,general.alert5,Shipping,Virtual energy forum,,burbio_events,70edefb5b693c6d0b558c2ffc24ee986,burbio_events__70edefb5b693c6d0b558c2ffc24ee986
(zoom; health; board),Virtual health board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual health board meeting,,burbio_events,97ea7572db080573d78c64ab5d3218e2,burbio_events__97ea7572db080573d78c64ab5d3218e2
(zoom; health; meeting),Virtual health meeting,1,188120,general.alert5,Refinery,Virtual health meeting,,burbio_events,27a06a1629574ac333c52add083b47a6,burbio_events__27a06a1629574ac333c52add083b47a6
(zoom; health; committee),Virtual health committee meeing,1,188120,general.alert5,space,Virtual health committee meeing,,burbio_events,5ca10fa7b9588ebcf3cc638f2c04526c,burbio_events__5ca10fa7b9588ebcf3cc638f2c04526c
(zoom; health; commission),Virtual health commission meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual health commission meeting,,burbio_events,278fedb82152f81e52400c0048c3072b,burbio_events__278fedb82152f81e52400c0048c3072b
(zoom; health; authority),Virtual health authority meeting,1,188120,general.alert5,Consulates,Virtual health authority meeting,,burbio_events,9e93428d0b7c7f0c4f0b6e073edcdda2,burbio_events__9e93428d0b7c7f0c4f0b6e073edcdda2
(zoom; health; forum),Virtual health forum,1,188120,general.alert5,space,Virtual health forum,,burbio_events,9551eaa8f32448590e6f1e7167bdf4ac,burbio_events__9551eaa8f32448590e6f1e7167bdf4ac
(zoom; enforcement; board),Virtual enforcement board meeting,1,188120,general.alert5,Legislator,Virtual enforcement board meeting,,burbio_events,f33f374f027d84b0484a4de499d807c5,burbio_events__f33f374f027d84b0484a4de499d807c5
(zoom; enforcement; meeting),Virtual enforcement meeting,1,188120,general.alert5,Person,Virtual enforcement meeting,,burbio_events,b41bc4365b5d033111e3e5e555b0397d,burbio_events__b41bc4365b5d033111e3e5e555b0397d
(zoom; enforcement; committee),Virtual enforcement committee meeing,1,188120,general.alert5,ForeignMinistry,Virtual enforcement committee meeing,,burbio_events,1959af64961a8b2bf779cb6946919edc,burbio_events__1959af64961a8b2bf779cb6946919edc
