caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
Colorado Department of Transportation,"Denver, CO","39.7392358, -104.990251",LegislativeCommittee,Colorado Department of Transportation,,shodan_ps_locations,c88494c4db7af8702cbf6b096883d45d,shodan_ps_locations__c88494c4db7af8702cbf6b096883d45d
Colorado General Assembly,"Denver, CO","39.7392358, -104.990251",Diplomat,Colorado General Assembly,,shodan_ps_locations,3333e18f433ce919954f94819f67ada8,shodan_ps_locations__3333e18f433ce919954f94819f67ada8
Colorado Dept. of Law / Office of the Attorney General,"Denver, CO","39.7392358, -104.990251",Pipeline,Colorado Dept. of Law / Office of the Attorney General,,shodan_ps_locations,63b887a3b3a5c4a1cd8e34bfa9e0c962,shodan_ps_locations__63b887a3b3a5c4a1cd8e34bfa9e0c962
State of Colorado Judicial Department,"Denver, CO","39.7392358, -104.990251",IndustryTerm,State of Colorado Judicial Department,,shodan_ps_locations,18ebfc4ad730ed1b6bb6450d4666671a,shodan_ps_locations__18ebfc4ad730ed1b6bb6450d4666671a
Colorado Office of Judicial Performance Evaluation,"Denver, CO","39.7392358, -104.990251",CompanyKeyword,Colorado Office of Judicial Performance Evaluation,,shodan_ps_locations,574813cf140ca4027e1995beb606de96,shodan_ps_locations__574813cf140ca4027e1995beb606de96
Colorado Department of Law/Office of the Attorney General,"Denver, CO","39.7392358, -104.990251",CompanyKeyword,Colorado Department of Law/Office of the Attorney General,,shodan_ps_locations,8f8629ce5582e6cd5b8979541e7bb3b7,shodan_ps_locations__8f8629ce5582e6cd5b8979541e7bb3b7
Colorado Department of State,"Denver, CO","39.7392358, -104.990251",IndustryTerm,Colorado Department of State,,shodan_ps_locations,0d50ebe23c830a2fca39716ea8e057dc,shodan_ps_locations__0d50ebe23c830a2fca39716ea8e057dc
Colorado Dept Labor and Employment,"Denver, CO","39.7392358, -104.990251",CompanyKeyword,Colorado Dept Labor and Employment,,shodan_ps_locations,639fc2fd50198e7cd3aa56a7edb13fc0,shodan_ps_locations__639fc2fd50198e7cd3aa56a7edb13fc0
COLORADO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,"Denver, CO","39.7392358, -104.990251",CompanyKeyword,COLORADO DEPARTMENT OF PUBLIC HEALTH AND ENVIRONMENT,,shodan_ps_locations,61c0f2931691dcfe913ca5a962d4a755,shodan_ps_locations__61c0f2931691dcfe913ca5a962d4a755
State of Ohio,"Columbus, OH","39.9611755, -82.9987942",Person,State of Ohio,,shodan_ps_locations,b09d5b9b574cc544ba830fe0995c2dad,shodan_ps_locations__b09d5b9b574cc544ba830fe0995c2dad
State of North Dakota,"Bisamarck, ND","46.8083268, -100.7837392",Refinery,State of North Dakota,,shodan_ps_locations,d969a270c0538b3996f3646e3d1c1df9,shodan_ps_locations__d969a270c0538b3996f3646e3d1c1df9
Conshohocken Borough,"Conshohocken, PA","40.0792766, -75.3015714",FTO,Conshohocken Borough,,shodan_ps_locations,d39adb7c3069f5725ee5dea17eb18437,shodan_ps_locations__d39adb7c3069f5725ee5dea17eb18437
Colorado Statewide Internet Portal Authority,"Denver, CO","39.7392358, -104.990251",Wells,Colorado Statewide Internet Portal Authority,,shodan_ps_locations,01a337323bace0e581081db71d640106,shodan_ps_locations__01a337323bace0e581081db71d640106
West Virginia Supreme Court of Appeals,"Charleston, WV","38.3498195, -81.6326234",Refinery,West Virginia Supreme Court of Appeals,,shodan_ps_locations,18eaf865c246030fc6632b2d57c5f1db,shodan_ps_locations__18eaf865c246030fc6632b2d57c5f1db
State of Maine Office of Information Technology,"Augusta, ME","44.3106241, -69.7794897",AAEntity,State of Maine Office of Information Technology,,shodan_ps_locations,a18d5e5e14983b961b72f931d7fbd916,shodan_ps_locations__a18d5e5e14983b961b72f931d7fbd916
Colorado Dept Labor and Employement,"Denver, CO","39.7392358, -104.990251",Person,Colorado Dept Labor and Employement,,shodan_ps_locations,65faa9eadcec155681eb3839b519a30c,shodan_ps_locations__65faa9eadcec155681eb3839b519a30c
town of crested butte,"Crested Butte, CO","38.8697146, -106.9878231",IndustryTerm,town of crested butte,,shodan_ps_locations,cdf6a45ee64b2355c34609471e5b0b9b,shodan_ps_locations__cdf6a45ee64b2355c34609471e5b0b9b
"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor","Helena, MT","46.5891452, -112.0391057",Media,"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor",,shodan_ps_locations,0aeab0aee63d555835c7e5bee5d2375e,shodan_ps_locations__0aeab0aee63d555835c7e5bee5d2375e
City of College Station,"College Station, TX","30.627977, -96.3344068",Wells,City of College Station,,shodan_ps_locations,b160612a1c44cc1fd26a6b7e457a708c,shodan_ps_locations__b160612a1c44cc1fd26a6b7e457a708c
State of CT/Department of Administrative Services,"Hartford, CT","41.7658043, -72.6733723",Consulates,State of CT/Department of Administrative Services,,shodan_ps_locations,1d6c12f77f9d6aadf748beaa2dfa4141,shodan_ps_locations__1d6c12f77f9d6aadf748beaa2dfa4141
State of Connecticut Department of Emergency Services and Public Protection,"Middletown, CT","41.5623209, -72.6506488",Wells,State of Connecticut Department of Emergency Services and Public Protection,,shodan_ps_locations,ee8cf3b033d12f94c0344fe40424350e,shodan_ps_locations__ee8cf3b033d12f94c0344fe40424350e
State of Connecticut Dept. of Economic & Community Development,"Hartford, CT","41.7658043, -72.6733723",CompanyKeyword,State of Connecticut Dept. of Economic & Community Development,,shodan_ps_locations,c39217fc45c395abc84cea95b627ce99,shodan_ps_locations__c39217fc45c395abc84cea95b627ce99
CT Department of Agriculture,"Hartford, CT","41.7658043, -72.6733723",CompanyKeyword,CT Department of Agriculture,,shodan_ps_locations,1ee9ea5cedd2984d349b69280343fdf0,shodan_ps_locations__1ee9ea5cedd2984d349b69280343fdf0
"State of Connecticut, Office of the Probate Court Administrator","West Hartford, CT","41.7620842, -72.7420151",LegislativeCommittee,"State of Connecticut, Office of the Probate Court Administrator",,shodan_ps_locations,f4a13a3b5d4af6c1ae7e2b10cae5f7c8,shodan_ps_locations__f4a13a3b5d4af6c1ae7e2b10cae5f7c8
DISTRICT ATTORNEY'S OFFICE - 16TH JUDICIAL DISTRICT,"LA JUNTA, CO","37.9850091, -103.5438321",ForeignMinister,DISTRICT ATTORNEY'S OFFICE - 16TH JUDICIAL DISTRICT,,shodan_ps_locations,a9243cbdd47e529327aaa1aba711aec7,shodan_ps_locations__a9243cbdd47e529327aaa1aba711aec7
Government of the District of Columbia,"Washington, DC","38.9071923, -77.0368707",Legislator,Government of the District of Columbia,,shodan_ps_locations,a28c5d4bbdc2ec24f70ae80e13ca42cc,shodan_ps_locations__a28c5d4bbdc2ec24f70ae80e13ca42cc
DC Court Of Appeals,"Washington, DC","38.9071923, -77.0368707",Media,DC Court Of Appeals,,shodan_ps_locations,3c52dfe68ef42cacff3aeedb0e04ecb4,shodan_ps_locations__3c52dfe68ef42cacff3aeedb0e04ecb4
Council of the District of Columbia,"Washington, DC","38.9071923, -77.0368707",space,Council of the District of Columbia,,shodan_ps_locations,8a4e066686cdbf09cb1d06466065b65c,shodan_ps_locations__8a4e066686cdbf09cb1d06466065b65c
Superior Court of DC,"Washington, DC","38.9071923, -77.0368707",Media,Superior Court of DC,,shodan_ps_locations,01216353e4428a6a0e0ede9859308b9f,shodan_ps_locations__01216353e4428a6a0e0ede9859308b9f
OCTFME,"Washington, DC","38.9071923, -77.0368707",Diplomat,OCTFME,,shodan_ps_locations,682606b6cc5712e79e78d831bb806d3f,shodan_ps_locations__682606b6cc5712e79e78d831bb806d3f
Department of Technology and Information,"Dover, DE","39.158168, -75.5243682",Diplomat,Department of Technology and Information,,shodan_ps_locations,7de0f290f0e74e2a983e01726ca1f3a9,shodan_ps_locations__7de0f290f0e74e2a983e01726ca1f3a9
State of Delaware,"Dover, DE","39.158168, -75.5243682",LegislativeCommittee,State of Delaware,,shodan_ps_locations,93fe549cc9286b74697e5da78d4d84ad,shodan_ps_locations__93fe549cc9286b74697e5da78d4d84ad
Wisconsin Department of Justice,"Madison, WI","43.0730517, -89.4012302",Organization,Wisconsin Department of Justice,,shodan_ps_locations,7df6ee1f193e149e9d6effd88c072404,shodan_ps_locations__7df6ee1f193e149e9d6effd88c072404
North Carolina Department Of Transportation,"Raleigh, NC","35.7795897, -78.6381787",IndustryTerm,North Carolina Department Of Transportation,,shodan_ps_locations,4d7eb46aebd10519224f035e0d156409,shodan_ps_locations__4d7eb46aebd10519224f035e0d156409
State of Iowa - OCIO,"Des Moines, IA","41.5868353, -93.6249593",space,State of Iowa - OCIO,,shodan_ps_locations,371cc07a411e511fa236c18d40caafa7,shodan_ps_locations__371cc07a411e511fa236c18d40caafa7
City of East Providence,"East Providence, RI","41.8137116, -71.3700545",News,City of East Providence,,shodan_ps_locations,42c7717d1cfbf137a36ff511c20b925b,shodan_ps_locations__42c7717d1cfbf137a36ff511c20b925b
Office of Court Administration,"Austin, TX","30.267153, -97.7430608",Refinery,Office of Court Administration,,shodan_ps_locations,ad0edb7f95efab4ad694cc788c06c2bb,shodan_ps_locations__ad0edb7f95efab4ad694cc788c06c2bb
Information and Communication Services Divsion,"Honolulu, HI","21.3069444, -157.8583333",Pipeline,Information and Communication Services Divsion,,shodan_ps_locations,34473d3b401b6d9d9df4ba466b111fbc,shodan_ps_locations__34473d3b401b6d9d9df4ba466b111fbc
"Office of the Lt. Governor, eLearning Commission","Raleigh, NC","35.7795897, -78.6381787",IndustryTerm,"Office of the Lt. Governor, eLearning Commission",,shodan_ps_locations,3d6a7cbcf387ced059f5a3b02923d626,shodan_ps_locations__3d6a7cbcf387ced059f5a3b02923d626
Nevada Department of Employment Training and Rehabilitation,"Carson City, NV","39.1637984, -119.7674034",Pipeline,Nevada Department of Employment Training and Rehabilitation,,shodan_ps_locations,3129833d78508fa2a71fc7c42896c3db,shodan_ps_locations__3129833d78508fa2a71fc7c42896c3db
Department of Public Utilities,"Boston, MA","42.3600825, -71.0588801",FTO,Department of Public Utilities,,shodan_ps_locations,202a1f41c780b8c7094d5564f83a4d46,shodan_ps_locations__202a1f41c780b8c7094d5564f83a4d46
State of Wyoming,"Cheyenne, WY","41.1399814, -104.8202462",FTO,State of Wyoming,,shodan_ps_locations,d947286f1882f45affc2806457bd02ce,shodan_ps_locations__d947286f1882f45affc2806457bd02ce
Florida Department of Agriculture and Consumer Services,"Tallahassee, FL","30.4382559, -84.2807329",Diplomat,Florida Department of Agriculture and Consumer Services,,shodan_ps_locations,93dc79e0acaff1a7fd0cc87797681cb0,shodan_ps_locations__93dc79e0acaff1a7fd0cc87797681cb0
FL Dept of Transportation,"Tallahassee, FL","30.4382559, -84.2807329",Exec,FL Dept of Transportation,,shodan_ps_locations,2d5317e38fdb30b0f1cd2512db561862,shodan_ps_locations__2d5317e38fdb30b0f1cd2512db561862
FileLocal,"Seattle, WA","47.6062095, -122.3320708",Shipping,FileLocal,,shodan_ps_locations,54cf641ed397034249593c8a862efe6a,shodan_ps_locations__54cf641ed397034249593c8a862efe6a
State of Maine,"Augusta, ME","44.3106241, -69.7794897",Person,State of Maine,,shodan_ps_locations,9102755586641ddb8943e3bc61632554,shodan_ps_locations__9102755586641ddb8943e3bc61632554
State of Florida / Dept. of management Services,"Tallahassee, FL","30.4382559, -84.2807329",ForeignMinister,State of Florida / Dept. of management Services,,shodan_ps_locations,f8b5997f72febff1220174b6f565c8d6,shodan_ps_locations__f8b5997f72febff1220174b6f565c8d6
Auditor General - State of Florida,"Tallahassee, FL","30.4382559, -84.2807329",Organization,Auditor General - State of Florida,,shodan_ps_locations,4b7cb226a5de3fe4a7c9d30e803a9d16,shodan_ps_locations__4b7cb226a5de3fe4a7c9d30e803a9d16
First Judicial Circuit,"Pensacola, FL","30.421309, -87.2169149",Pipeline,First Judicial Circuit,,shodan_ps_locations,7db5936e528605595d60be80efb83270,shodan_ps_locations__7db5936e528605595d60be80efb83270
Florida Department of Financial Services,"Tallahassee, FL","30.4382559, -84.2807329",Diplomat,Florida Department of Financial Services,,shodan_ps_locations,0e009c1a6e52802064f9488ee0cd8608,shodan_ps_locations__0e009c1a6e52802064f9488ee0cd8608
The Florida Legislature,"Tallahassee, FL","30.4382559, -84.2807329",Organization,The Florida Legislature,,shodan_ps_locations,0bec58910fe851dabc6d032a10c20a77,shodan_ps_locations__0bec58910fe851dabc6d032a10c20a77
Florida House of Representatives,"Tallahassee, FL","30.4382559, -84.2807329",Wells,Florida House of Representatives,,shodan_ps_locations,2f0c521807c94f7ebcb96f7743677ab1,shodan_ps_locations__2f0c521807c94f7ebcb96f7743677ab1
FL Legislature - OLITS,"Tallahassee, FL","30.4382559, -84.2807329",Keyphrase,FL Legislature - OLITS,,shodan_ps_locations,d48d685270b35c4e5c6460dd349fc501,shodan_ps_locations__d48d685270b35c4e5c6460dd349fc501
Florida Department of Children & Families,"Tallahassee, FL","30.4382559, -84.2807329",Keyphrase,Florida Department of Children & Families,,shodan_ps_locations,59a497eb22247ead7b931cd0657d20d2,shodan_ps_locations__59a497eb22247ead7b931cd0657d20d2
Department of Environmental Protection,"Tallahassee, FL","30.4382559, -84.2807329",FTO,Department of Environmental Protection,,shodan_ps_locations,baf51488d4c3b1c2a1f3fc5cfb1f833e,shodan_ps_locations__baf51488d4c3b1c2a1f3fc5cfb1f833e
Florida Department of State,"Tallahassee, FL","30.4382559, -84.2807329",Person,Florida Department of State,,shodan_ps_locations,d1a1cbb4ed0138e3e386a2205d74f1b0,shodan_ps_locations__d1a1cbb4ed0138e3e386a2205d74f1b0
FL Department of Environmental Protection,"Tallahassee, FL","30.4382559, -84.2807329",CompanyKeyword,FL Department of Environmental Protection,,shodan_ps_locations,56508962a1e9464e25e52fe1e2ba63f6,shodan_ps_locations__56508962a1e9464e25e52fe1e2ba63f6
Agency for Health Care Administration,"Tallahassee, FL","30.4382559, -84.2807329",Organization,Agency for Health Care Administration,,shodan_ps_locations,c62cef802964c73160823e684bb17295,shodan_ps_locations__c62cef802964c73160823e684bb17295
The Florida House of Representatives,"Tallahassee, FL","30.4382559, -84.2807329",Media,The Florida House of Representatives,,shodan_ps_locations,1c779e831588ae472f0b9adcbb4dc276,shodan_ps_locations__1c779e831588ae472f0b9adcbb4dc276
Office of Legislative Information Technology Services,"Tallahassee, FL","30.4382559, -84.2807329",IndustryTerm,Office of Legislative Information Technology Services,,shodan_ps_locations,57a3821ea43f21a874d5b417a099376d,shodan_ps_locations__57a3821ea43f21a874d5b417a099376d
Office Of Public Counsel,"Tallahassee, FL","30.4382559, -84.2807329",Person,Office Of Public Counsel,,shodan_ps_locations,b8e5eb33a6b22a3d8aee89aa6506581f,shodan_ps_locations__b8e5eb33a6b22a3d8aee89aa6506581f
Florida PACE Funding Agency,"Sarasota, FL","27.3364347, -82.5306527",Keyphrase,Florida PACE Funding Agency,,shodan_ps_locations,ecd452603a21b93c9cf15182508db9d0,shodan_ps_locations__ecd452603a21b93c9cf15182508db9d0
The Florida Senate,"Tallahassee, FL","30.4382559, -84.2807329",Media,The Florida Senate,,shodan_ps_locations,00d8dd028b1c5124fba32d70665fcb43,shodan_ps_locations__00d8dd028b1c5124fba32d70665fcb43
Florida Governor's Office,"Tallahassee, FL","30.4382559, -84.2807329",AAEntity,Florida Governor's Office,,shodan_ps_locations,f102bee4c78f40267c97d50deae3c013,shodan_ps_locations__f102bee4c78f40267c97d50deae3c013
FL Dept of Financial Services,"Tallahassee, FL","30.4382559, -84.2807329",Refinery,FL Dept of Financial Services,,shodan_ps_locations,497e9426e19caae3c98581f3df0c0ecf,shodan_ps_locations__497e9426e19caae3c98581f3df0c0ecf
Executive Office of the Mayor,"Washington, DC","38.9071923, -77.0368707",Keyphrase,Executive Office of the Mayor,,shodan_ps_locations,3e2376a9c6c25d022be3333e0af43cc1,shodan_ps_locations__3e2376a9c6c25d022be3333e0af43cc1
City of Ft. Lauderdale,"Fort Lauderdale, FL","26.1224386, -80.1373174",News,City of Ft. Lauderdale,,shodan_ps_locations,4f49ee86549917764d8323416ad056b6,shodan_ps_locations__4f49ee86549917764d8323416ad056b6
Fort Oglethorpe City Government,"Fort Oglethorpe, GA","34.9489645, -85.2569",Diplomat,Fort Oglethorpe City Government,,shodan_ps_locations,9bf99098ea093754002554c3a30d4838,shodan_ps_locations__9bf99098ea093754002554c3a30d4838
University of Idaho,"Moscow, ID","46.7323875, -117.000165",Legislator,University of Idaho,,shodan_ps_locations,3bf49972eccb159d0b47bcb14456924c,shodan_ps_locations__3bf49972eccb159d0b47bcb14456924c
Georgia Technology Authority,"Atlanta, GA","33.7489954, -84.3879824",AAEntity,Georgia Technology Authority,,shodan_ps_locations,3cb8741d41667ccd75558737021cbbf1,shodan_ps_locations__3cb8741d41667ccd75558737021cbbf1
Judicial Council of Georgia / Council of Probate Court Judges,"Atlanta, GA","33.7489954, -84.3879824",Media,Judicial Council of Georgia / Council of Probate Court Judges,,shodan_ps_locations,746048d6c64806f1bd42561bab50306b,shodan_ps_locations__746048d6c64806f1bd42561bab50306b
Georgia Forestry Commission,"Dry Branch, GA","32.8006943, -83.4985112",space,Georgia Forestry Commission,,shodan_ps_locations,53637744d3d17ee3620faff9dc98fff4,shodan_ps_locations__53637744d3d17ee3620faff9dc98fff4
Town of Georgetown,"Georgetown, MA","42.7250918, -70.9911659",Wells,Town of Georgetown,,shodan_ps_locations,b17d11740aecd0dfbd7ba3aec445c550,shodan_ps_locations__b17d11740aecd0dfbd7ba3aec445c550
Administrative Office of the Courts of Georgia,"Atlanta, GA","33.7489954, -84.3879824",FTO,Administrative Office of the Courts of Georgia,,shodan_ps_locations,e03403c97ef2788b9ec67f27e549179d,shodan_ps_locations__e03403c97ef2788b9ec67f27e549179d
"Office of the Governor, Illinois Health Insurance Marketplace","Chicago, IL","41.8781136, -87.6297982",Exec,"Office of the Governor, Illinois Health Insurance Marketplace",,shodan_ps_locations,2f75fdff03e23f15df7c1817d1f07d62,shodan_ps_locations__2f75fdff03e23f15df7c1817d1f07d62
Kansas Department of Labor,"Topeka, KS","39.0473451, -95.6751576",Exec,Kansas Department of Labor,,shodan_ps_locations,fc3ec62624f5a5ec7d76d60c80405c56,shodan_ps_locations__fc3ec62624f5a5ec7d76d60c80405c56
Hawaii Emergency Management Agency,"Honolulu, HI","21.3069444, -157.8583333",Refinery,Hawaii Emergency Management Agency,,shodan_ps_locations,44e0facc057810ff310a08b98e111389,shodan_ps_locations__44e0facc057810ff310a08b98e111389
"Town of Gilsum, NH","Gilsum, NH","43.0484123, -72.2628635",Wells,"Town of Gilsum, NH",,shodan_ps_locations,52bfb057c8c6045ef750500ef56e1752,shodan_ps_locations__52bfb057c8c6045ef750500ef56e1752
Montana State Library,"Helena, MT","46.5891452, -112.0391057",Pipeline,Montana State Library,,shodan_ps_locations,1d789b838e53cb0a37bb43565f6e9cce,shodan_ps_locations__1d789b838e53cb0a37bb43565f6e9cce
The Village of Golf Manor,"Golf Manor, OH","39.1872811, -84.4463307",FTO,The Village of Golf Manor,,shodan_ps_locations,a06bf39ad9abd5053acf6e73292b7d8c,shodan_ps_locations__a06bf39ad9abd5053acf6e73292b7d8c
